ページ,店舗/施設名称,緯度,経度,業種１,業種２,業種３,丁目
1,関東補聴器,36.3729539 ,140.4770094 ,ショップ,補聴器,,三の丸１丁目１
1,水戸駿優予備校,36.3728028 ,140.4769718 ,学習・訓練,塾,,三の丸１丁目１
1,SONY・家電 カメラのスナオシ,36.3726969 ,140.4754564 ,ショップ,電気店,,三の丸１丁目１
1,カメラのスナオシ,36.3726581 ,140.4755234 ,ショップ,カメラ屋,,三の丸１丁目１
1,水戸地方法務局,36.3726084 ,140.4766902 ,公共サービス,法務局,,三の丸１丁目１
1,スロットコインドゥー,36.3725803 ,140.4755610 ,娯楽,スロット,,三の丸１丁目１
1,水戸アンテナショップ 納豆カレー,36.3725803 ,140.4755958 ,外食,食堂,,三の丸１丁目１
1,松屋,36.3725782 ,140.4756468 ,外食,定食,,三の丸１丁目１
1,赤ひげ 居酒屋,36.3724896 ,140.4759150 ,外食,居酒屋,,三の丸１丁目１
1,優駿教育会館,36.3724800 ,140.4766400 ,学習・訓練,塾,,三の丸１丁目１
1,水戸駿優・本部,36.3724800 ,140.4766400 ,学習・訓練,塾,,三の丸１丁目１
1,インターネットカフェ COMIC BUSTER,36.3724162 ,140.4759579 ,娯楽,インターネットカフェ,,三の丸１丁目１
1,オゼ,36.3723665 ,140.4759204 ,外食,居酒屋,,三の丸１丁目１
1,共和堂整骨院,36.3721916 ,140.4763227 ,健康,整骨院,,三の丸１丁目１
1,代ゼミ水戸駅前校,36.3721765 ,140.4764005 ,学習・訓練,塾,,三の丸１丁目１
1,三菱ＵＦＪ信託銀行,36.3721549 ,140.4764944 ,金融,銀行,,三の丸１丁目１
1,SoftBank,36.3721333 ,140.4763844 ,ショップ,携帯電話,,三の丸１丁目１
1,徳川斉昭公像,36.3751898 ,140.4781166 ,歴史遺物,銅像,,三の丸１丁目２
1,三の丸歯科医院,36.3743210 ,140.4778301 ,医療,歯科,,三の丸１丁目２
1,山田病院,36.3742843 ,140.4775002 ,医療,病院,,三の丸１丁目２
1,目の美容室 心美,36.3742821 ,140.4778033 ,美容,エステ,,三の丸１丁目２
1,藤本化学,36.3742087 ,140.4777470 ,会社,研究用機器販売,,三の丸１丁目３
1,武藤法律事務所,36.3739819 ,140.4772159 ,サービス,法律事務所,,三の丸１丁目３
1,武石税理事務所,36.3737558 ,140.4774407 ,サービス,法律事務所,,三の丸１丁目３
1,田部井司法書士,36.3737277 ,140.4774300 ,サービス,法律事務所,,三の丸１丁目３
1,大同信号,36.3736715 ,140.4774005 ,会社,,,三の丸１丁目３
1,東京ボンボン,36.3736305 ,140.4773656 ,宿泊,ウィークリーマンション,,三の丸１丁目３
1,河原歯科医院,36.3734901 ,140.4761801 ,医療,歯科医院,,三の丸１丁目３
1,日本ボイラー協会,36.3734664 ,140.4761559 ,会社,,,三の丸１丁目３
1,茨城県木材協同組合連合会,36.3732785 ,140.4767326 ,公的機関,,,三の丸１丁目３
1,茨城県緑化推進機構,36.3732461 ,140.4767138 ,公的機関,,,三の丸１丁目３
1,茨城旅館衛生同業組合,36.3732115 ,140.4766950 ,公的機関,,,三の丸１丁目３
1,茨城県林業協会,36.3731856 ,140.4766736 ,公的機関,,,三の丸１丁目３
2,水戸中央郵便局,36.3745900 ,140.4739000 ,公共サービス,郵便局,,三の丸１丁目４
2,東日本旅客鉄道　日本貨物鉄道　水戸営業所,36.3743093 ,140.4744482 ,会社,貨物,,三の丸１丁目４
2,JR東日本水戸支社,36.3743000 ,140.4744600 ,会社,鉄道,,三の丸１丁目４
2,水戸平和記念館,36.3741592 ,140.4739882 ,歴史遺物,記念館,,三の丸１丁目４
2,タイクーン,36.3740825 ,140.4740566 ,ショップ,アロマ・お香 雑貨・小物・骨董品,,三の丸１丁目４
2,水戸隆盛堂,36.3740426 ,140.4740955 ,医療,漢方薬 薬局,,三の丸１丁目４
2,S&F JAZZ,36.3739270 ,140.4742068 ,外食,カジュアルバー,,三の丸１丁目４
2,たい夢,36.3738892 ,140.4742350 ,スイーツ,たい焼き 和菓子店,,三の丸１丁目４
2,とらや書店,36.3738124 ,140.4742994 ,書籍,古書,,三の丸１丁目４
2,SKB・ジェイコ,36.3737327 ,140.4743731 ,衣料,婦人服委託販売 リサイクルショップ,,三の丸１丁目４
2,柴沼理美容器具,36.3736873 ,140.4744080 ,ショップ,理美容機械器具・用品,,三の丸１丁目４
2,アロマショップ ナチュラリスト,36.3736506 ,140.4744442 ,健康,アロマショップ,,三の丸１丁目４
2,クリーニング ニチリキ,36.3735945 ,140.4744831 ,サービス,クリーニング,,三の丸１丁目４
2,サロンド・maile美容室,36.3735783 ,140.4745032 ,美容,美容室,,三の丸１丁目４
2,賃貸マイルーム館,36.3735254 ,140.4745448 ,住宅,不動産,,三の丸１丁目４
2,Vieea,36.3734865 ,140.4745810 ,美容,ネイル,,三の丸１丁目４
2,水戸京成ホテル,36.3734774 ,140.4756392 ,宿泊,ビジネスホテル,,三の丸１丁目４
2,あるじゃんすー,36.3734703 ,140.4745944 ,美容,エクステ,,三の丸１丁目４
2,大洋道書道用具,36.3734390 ,140.4746373 ,文具,書道用具,,三の丸１丁目４
2,東京ノーストクリニック水戸院,36.3734346 ,140.4746172 ,医療,形成外科・皮膚科・泌尿器科,,三の丸１丁目４
2,アサヒビール茨城支店,36.3734066 ,140.4752958 ,会社,飲料,,三の丸１丁目４
2,いちょう坂クリニック,36.3733699 ,140.4752770 ,医療,病院,内科　消化器内科　糖尿病・内分泌内科　循環器内科　呼吸器内科　アレルギー疾患内科,三の丸１丁目４
2,ソラティオ ワインバー,36.3733383 ,140.4747378 ,外食,ワインバー,,三の丸１丁目４
2,HARLEM WEARS,36.3733375 ,140.4747030 ,外食,ワインバー,,三の丸１丁目４
2,東京新聞 中日新聞,36.3733353 ,140.4752609 ,会社,新聞,,三の丸１丁目４
2,リフレ・KUMIKO,36.3733092 ,140.4747191 ,健康,リフレクソロジー,,三の丸１丁目４
2,バザール水戸,36.3732843 ,140.4747647 ,ショップ,ディスカウント,,三の丸１丁目４
2,日立製作所,36.3732748 ,140.4752341 ,会社,電気機器,,三の丸１丁目４
2,Adecco,36.3732511 ,140.4752153 ,会社,派遣,,三の丸１丁目４
2,スタッフサービス,36.3732122 ,140.4752099 ,会社,派遣,,三の丸１丁目４
2,きよみ,36.3731925 ,140.4748411 ,外食,パブ喫茶,,三の丸１丁目４
2,中井川 曻 法律事務所,36.3731820 ,140.4751912 ,サービス,法律事務所,,三の丸１丁目４
2,Copa Mumdial,36.3731407 ,140.4749122 ,ショップ,サッカー用品店,,三の丸１丁目４
2,角助,36.3731191 ,140.4748773 ,外食,居酒屋,,三の丸１丁目４
2,運平堂本店,36.3731025 ,140.4749217 ,スイーツ,和菓子,,三の丸１丁目４
2,シャルル ブティック,36.3730532 ,140.4749524 ,衣料,婦人服店,,三の丸１丁目４
2,ナイトウ理容,36.3730468 ,140.4749900 ,美容,理容店,,三の丸１丁目４
2,Ts&Co美容,36.3730317 ,140.4752662 ,美容,美容室,,三の丸１丁目４
2,PRO カフェ,36.3730057 ,140.4750409 ,外食,喫茶店,,三の丸１丁目４
2,婦人服 ル・ロア,36.3729820 ,140.4752689 ,衣料,婦人服店,,三の丸１丁目４
2,美容室パリ,36.3729582 ,140.4750973 ,美容,美容室,,三の丸１丁目４
2,諸岡歯科医院,36.3729582 ,140.4751321 ,医療,歯科,,三の丸１丁目４
2,石倉美容外科,36.3729366 ,140.4750651 ,医療,美容外科,,三の丸１丁目４
2,日興コーディアル証券,36.3728945 ,140.4751764 ,金融,証券,,三の丸１丁目４
2,低区配水塔,36.3780148 ,140.4755232 ,歴史遺物,国指定登録有形文化財,,三の丸１丁目５
2,水戸市役所臨時庁舎,36.3775592 ,140.4751507 ,公共サービス,,,三の丸１丁目５
2,社団法人 茨城県観光物産協会,36.3766478 ,140.4758558 ,公的機関,,,三の丸１丁目５
2,茨城県水戸生涯学習センター,36.3766046 ,140.4758183 ,公的機関,,,三の丸１丁目５
2,水戸観光協会,36.3765917 ,140.4761187 ,公的機関,,,三の丸１丁目５
2,茨城県地域女性団体連絡会,36.3765506 ,140.4757807 ,公的機関,,,三の丸１丁目５
2,茨城県管財課分室,36.3765377 ,140.4760704 ,公的機関,,,三の丸１丁目５
2,茨城県管財課守衛室,36.3764967 ,140.4760489 ,公的機関,,,三の丸１丁目５
2,財団法人 茨城県衛生営業指導センター,36.3764686 ,140.4757324 ,公的機関,,,三の丸１丁目５
2,茨城県国際課旅券室,36.3764513 ,140.4760060 ,公的機関,,,三の丸１丁目５
2,茨城出会いサポートセンター,36.3764124 ,140.4757083 ,公的機関,,,三の丸１丁目５
2,茨城県高度情報化推進協議会,36.3763800 ,140.4759685 ,公的機関,,,三の丸１丁目５
2,茨城県三の丸庁舎（旧茨城県庁）,36.3763700 ,140.4758100 ,公共サービス,庁舎,,三の丸１丁目５
2,NHK文化センター水戸支社,36.3763628 ,140.4756681 ,公的機関,,,三の丸１丁目５
2,財団法人 いばらき社会起業家協議会,36.3763347 ,140.4759336 ,公的機関,,,三の丸１丁目５
2,茨城県福祉相談センター,36.3763304 ,140.4756493 ,公的機関,,,三の丸１丁目５
2,財団法人 茨城県暴力追放推進センター,36.3763066 ,140.4758987 ,公的機関,,,三の丸１丁目５
2,茨城県民運動推進室,36.3762807 ,140.4756198 ,公的機関,,,三の丸１丁目５
2,交流サルーンいばらき,36.3762397 ,140.4756010 ,公的機関,,,三の丸１丁目５
2,大好きいばらき県民会議,36.3762051 ,140.4755742 ,公的機関,,,三の丸１丁目５
2,水戸市パスポートセンター,36.3761598 ,140.4755366 ,公的機関,,,三の丸１丁目５
2,茨城県立図書館（旧茨城県議会議事堂）,36.3753400 ,140.4751800 ,公共サービス,図書館,,三の丸１丁目５
3,水戸警察署,36.3753367 ,140.4739064 ,公共サービス,警察署,,三の丸１丁目５
2,水戸警察署,36.3752900 ,140.4740200 ,公共サービス,,,三の丸１丁目５
2,常陽芸分センター,36.3750538 ,140.4737777 ,文化・芸術,,,三の丸１丁目５
2,常陽郷土資料館,36.3750200 ,140.4739100 ,文化・芸術,,,三の丸１丁目５
2,常陽産業研究所,36.3750176 ,140.4739064 ,公的機関,,,三の丸１丁目５
2,毎日新聞水戸支局,36.3749334 ,140.4741585 ,会社,,,三の丸１丁目５
3,ゆうちょ銀行水戸店,36.3747005 ,140.4736931 ,金融,銀行,,三の丸１丁目５
3,水戸中央郵便局,36.3747005 ,140.4737306 ,公共サービス,郵便局,,三の丸１丁目５
2,弘道館公園,36.3758000 ,140.4770600 ,娯楽,公園,,三の丸１丁目６
2,弘道館,36.3754100 ,140.4772800 ,歴史遺物,史跡,,三の丸１丁目６
2,鹿島神社,36.3752635 ,140.4765353 ,宗教,神社,,三の丸１丁目６
2,水戸市三の丸市民センター,36.3746700 ,140.4753900 ,公共サービス,市民センター,,三の丸１丁目６
2,市立三の丸小学校,36.3746200 ,140.4762600 ,学校,小学校,,三の丸１丁目６
2,本間玄調の像,36.3742151 ,140.4758505 ,歴史遺物,銅像,,三の丸１丁目６
1,Ks Lively forest,36.3720210 ,140.4781372 ,ショップ,雑貨,,三の丸２丁目１
1,康済ダイニング,36.3719702 ,140.4771086 ,外食,レストラン,,三の丸２丁目１
1,葵スナック,36.3719605 ,140.4778194 ,外食,スナック,,三の丸２丁目１
1,馬酔木 カフェバー,36.3719497 ,140.4771810 ,喫茶,カフェバー,,三の丸２丁目１
1,三の丸ホテル,36.3719400 ,140.4773200 ,宿泊,ビジネスホテル,,三の丸２丁目１
1,ビジネスホテルかもした,36.3719183 ,140.4778565 ,宿泊,ホテル,,三の丸２丁目１
1,水戸黄門神社,36.3719989 ,140.4786609 ,宗教,神社,,三の丸２丁目２
1,水戸黄門誕生の地,36.3719989 ,140.4786609 ,歴史遺物,史跡,,三の丸２丁目２
1,ホテル 香取屋,36.3715793 ,140.4790250 ,宿泊,ホテル,,三の丸２丁目２
1,徳川光圀公像,36.3715778 ,140.4785858 ,歴史遺物,銅像,,三の丸２丁目２
1,水戸城三階物見櫓ブロンズ,36.3715746 ,140.4786127 ,歴史遺物,,,三の丸２丁目２
1,レンタカーサービス,36.3715318 ,140.4791216 ,交通,レンタカー,,三の丸２丁目２
1,水戸駿優２メディア学習館,36.3730172 ,140.4773348 ,学習・訓練,塾,,三の丸２丁目５
1,エルミタージュ占い,36.3727969 ,140.4772382 ,娯楽,占い,,三の丸２丁目５
1,シンテイ警備,36.3727494 ,140.4772114 ,会社,警備,,三の丸２丁目５
1,日設,36.3727418 ,140.4772369 ,会社,建設設備,,三の丸２丁目５
1,ニッポンレンタカー,36.3727030 ,140.4772020 ,交通,レンタカー,,三の丸２丁目５
1,イソダ美容室,36.3722894 ,140.4771604 ,美容,美容室,,三の丸２丁目５
1,珍満 中華,36.3721911 ,140.4771215 ,外食,レストラン,中華料理,三の丸２丁目５
1,CUT BANK CORE,36.3721425 ,140.4783191 ,美容,美容院,,三の丸２丁目５
1,満寿屋 鰻,36.3721220 ,140.4770866 ,外食,レストラン,鰻,三の丸２丁目５
1,水戸二中,36.3751300 ,140.4803400 ,公的教育,中学校,,三の丸２丁目６
1,大日本史編纂の地碑,36.3749932 ,140.4796401 ,歴史遺物,碑,,三の丸２丁目６
1,徳川頼房公像,36.3749155 ,140.4786772 ,歴史遺物,像,,三の丸２丁目６
1,二の丸展示館,36.3749058 ,140.4800076 ,美術・文化,展示館,,三の丸２丁目６
1,安積澹泊像,36.3747708 ,140.4800827 ,歴史遺物,像,,三の丸２丁目６
1,茨大教育学部附属小学校,36.3737500 ,140.4790300 ,学校,小学校,,三の丸２丁目６
1,水戸三高,36.3732400 ,140.4806100 ,学校,高校,,三の丸２丁目６
1,水戸一高,36.3714200 ,140.4838800 ,学校,高校,,三の丸２丁目６
1,歌うんだ村,36.3717888 ,140.4752433 ,娯楽,カラオケ,,宮町１丁目３
1,バス案内 関鉄・茨交,36.3717871 ,140.4752973 ,ショップ,バス乗車券,,宮町１丁目３
1,居酒屋 庄や,36.3717853 ,140.4751716 ,外食,居酒屋,,宮町１丁目３
1,居酒屋 魚民,36.3717836 ,140.4751059 ,外食,居酒屋,,宮町１丁目３
1,早稲田予備校,36.3717241 ,140.4752389 ,学習・訓練,予備校,,宮町１丁目３
1,アデイレ法律事務所,36.3717241 ,140.4752976 ,サービス,法律事務所,,宮町１丁目３
1,水戸献血ルーム,36.3717206 ,140.4751042 ,医療,献血,,宮町１丁目３
1,草野眼科 アイシティ,36.3717206 ,140.4751694 ,医療,眼科,,宮町１丁目３
1,水戸メンタルクリニック,36.3717189 ,140.4750347 ,医療,クリニック,,宮町１丁目３
1,水戸中央美容整形クリニック,36.3717136 ,140.4749695 ,医療,クリニック,,宮町１丁目３
1,炭火焼 たわみん家,36.3716664 ,140.4751694 ,外食,レストラン,焼き肉,宮町１丁目３
1,あじ平 ラーメン,36.3715159 ,140.4744242 ,外食,レストラン,ラーメン,宮町１丁目３
1,焼肉 こり家,36.3715159 ,140.4744872 ,外食,レストラン,焼き肉,宮町１丁目３
1,中村ビル,36.3715159 ,140.4749695 ,ビル,,,宮町１丁目３
1,水戸理容,36.3714984 ,140.4743634 ,美容,理容店,,宮町１丁目３
1,沼田屋 うなぎ,36.3714914 ,140.4743004 ,外食,レストラン,うなぎ,宮町１丁目３
1,札幌屋 ラーメン,36.3714775 ,140.4742417 ,外食,レストラン,ラーメン,宮町１丁目３
1,川枡 蒲焼き,36.3714652 ,140.4741678 ,外食,レストラン,うなぎ,宮町１丁目３
1,柚乃 酒彩,36.3714635 ,140.4745741 ,外食,居酒屋,,宮町１丁目３
1,割烹 なかむら,36.3714547 ,140.4746002 ,外食,居酒屋,割烹,宮町１丁目３
1,小料理 ひょうたん,36.3714477 ,140.4741135 ,外食,居酒屋,,宮町１丁目３
1,水戸チケット,36.3714425 ,140.4743807 ,ショップ,チケット,,宮町１丁目３
1,水戸ノースフロント,36.3713112 ,140.4749695 ,ビル,,,宮町１丁目３
1,ローソン,36.3713112 ,140.4751321 ,ショップ,コンビニ,,宮町１丁目３
1,カフェラウンジ ロゼ,36.3712588 ,140.4743851 ,喫茶,カフェ,,宮町１丁目３
1,ホテルメッツ水戸,36.3712352 ,140.4743039 ,宿泊,ビジネスホテル,,宮町１丁目３
1,茨城県警鉄道警察隊,36.3710943 ,140.4750390 ,公共サービス,警察,,宮町１丁目３
1,docomo水戸,36.3710856 ,140.4735313 ,ショップ,携帯電話,,宮町１丁目３
1,JRレンタカー,36.3710541 ,140.4746241 ,交通,レンタカー,,宮町１丁目３
1,CLOUCHERネール,36.3722501 ,140.4751256 ,美容,ネイルサロン,,宮町２丁目１
1,印 千福,36.3722421 ,140.4751069 ,文具,印店,,宮町２丁目１
1,サテライト水戸ST,36.3722318 ,140.4750881 ,娯楽,場外車券場,,宮町２丁目１
1,そば 二の丸,36.3722135 ,140.4751543 ,外食,そば,,宮町２丁目１
1,FMS医歯薬受験,36.3721817 ,140.4751819 ,学習・訓練,予備校,,宮町２丁目１
1,環翠 酒処,36.3721738 ,140.4749904 ,外食,居酒屋,,宮町２丁目１
1,リサイクルマート,36.3720978 ,140.4752422 ,ショップ,リサイクル,,宮町２丁目１
1,細谷ビル,36.3720573 ,140.4751415 ,ビル,,,宮町２丁目１
1,アップルチケット・金券,36.3720573 ,140.4752442 ,ショップ,金券ショップ,,宮町２丁目１
1,うどん くらや,36.3720476 ,140.4752201 ,外食,レストラン,うどん,宮町２丁目１
1,ＭＩＣ・資生堂化粧品専門店,36.3720411 ,140.4751798 ,美容,化粧品,,宮町２丁目１
1,錦屋,36.3720265 ,140.4751415 ,宿泊,宿泊,,宮町２丁目１
1,キャッシング エイワ,36.3720168 ,140.4750973 ,金融,消費者金融,,宮町２丁目１
1,新星タクシー,36.3719082 ,140.4747671 ,交通,タクシー,,宮町２丁目１
1,つかだ眼科医院,36.3718985 ,140.4745014 ,医療,眼科,,宮町２丁目１
1,ろばた焼 満月城,36.3718968 ,140.4747007 ,外食,居酒屋,ろばた焼,宮町２丁目１
1,旅館・食堂 天定,36.3718790 ,140.4746383 ,宿泊,ホテル,,宮町２丁目１
1,茨進学習塾 総本部,36.3718061 ,140.4743886 ,学習・訓練,学習塾,,宮町２丁目１
1,ソイノ時計店,36.3723912 ,140.4749624 ,服飾,時計,,宮町２丁目２
2,ローソン,36.3723881 ,140.4749102 ,ショップ,コンビニ,,宮町２丁目２
2,FREE STYLE 美容室,36.3723881 ,140.4749102 ,美容,美容院,,宮町２丁目２
2,中央進学会学院 明秀学園日立,36.3723708 ,140.4748592 ,学習・訓練,塾,,宮町２丁目２
1,ｇｏｏｄｓ オーハシ,36.3723304 ,140.4750133 ,ショップ,洋品店,,宮町２丁目２
1,まちの駅 北口駅前の駅,36.3723086 ,140.4749845 ,サービス,まちの駅,,宮町２丁目２
2,チャンポン長崎亭,36.3722153 ,140.4746446 ,外食,ラーメン,,宮町２丁目２
2,夢花,36.3720965 ,140.4745615 ,美容,メンズエステ,,宮町２丁目２
2,茨進グループ駅前スクール２号館,36.3719702 ,140.4743134 ,学習・訓練,塾,,宮町２丁目２
2,古着屋カラス,36.3719151 ,140.4741752 ,衣料,古着,,宮町２丁目２
2,大洗パークホテル,36.3718989 ,140.4741739 ,会社,事務所,,宮町２丁目２
2,ＩＳＫ進学,36.3718860 ,140.4741766 ,学習・訓練,塾,,宮町２丁目２
2,ASA朝日新聞水戸中央店,36.3718741 ,140.4741283 ,サービス,新聞販売店,,宮町２丁目２
2,巻き爪カモミール,36.3718255 ,140.4741672 ,美容,フットケアサロン,,宮町２丁目２
2,くーかい　HAIR,36.3717931 ,140.4741712 ,美容,美容院,,宮町２丁目２
2,ハクビ,36.3717823 ,140.4740545 ,学習・訓練,きもの学院,,宮町２丁目２
2,河合塾マナビス,36.3717726 ,140.4740277 ,学習・訓練,塾,,宮町２丁目２
2,OLD GARAGE,36.3717564 ,140.4741779 ,衣料,服,,宮町２丁目２
2,エム・テック水戸,36.3717531 ,140.4739989 ,会社,事務所,,宮町２丁目２
2,居酒屋 白木屋,36.3717283 ,140.4739439 ,外食,居酒屋,,宮町２丁目２
2,糸久たばこ店,36.3729442 ,140.4745523 ,ショップ,タバコ店,,宮町２丁目３
2,サトウ刃物店,36.3729236 ,140.4745724 ,ショップ,刃物店,,宮町２丁目３
2,占いの館 アトランティスの奇跡,36.3729042 ,140.4744745 ,娯楽,占い,,宮町２丁目３
2,久米注文服店,36.3728926 ,140.4746008 ,衣料,洋服,,宮町２丁目３
2,人材教育アカデミー,36.3728753 ,140.4745163 ,,,,宮町２丁目３
2,駅前留学NOVA,36.3728537 ,140.4746183 ,学習・訓練,英会話,,宮町２丁目３
2,水戸アカデミー本部校,36.3728397 ,140.4745794 ,学習・訓練,塾,,宮町２丁目３
2,ババクール,36.3727919 ,140.4744257 ,衣料,カジュアル,,宮町２丁目３
2,リーガルシューズ,36.3727822 ,140.4746689 ,ショップ,靴,,宮町２丁目３
2,平本税理事務所,36.3727681 ,140.4744109 ,会社,事務所,,宮町２丁目３
2,個別教室のトライ,36.3727573 ,140.4746180 ,学習・訓練,塾,,宮町２丁目３
2,グリル梅善,36.3727539 ,140.4743997 ,外食,レストラン,,宮町２丁目３
2,Boss,36.3727312 ,140.4743836 ,スイーツ,パンケーキ,,宮町２丁目３
2,HonkeyTonk,36.3727306 ,140.4745177 ,衣料,洋品,,宮町２丁目３
2,リキッド,36.3727123 ,140.4744855 ,衣料,洋品,,宮町２丁目３
2,スターバックス,36.3727028 ,140.4747333 ,喫茶,カフェ,,宮町２丁目３
2,いいじま矯正歯科,36.3726880 ,140.4746934 ,医療,歯医者,,宮町２丁目３
2,わいわい酒場 地下のしまだ,36.3726764 ,140.4747501 ,外食,居酒屋,,宮町２丁目３
2,アロママッサージ ぷりん,36.3726655 ,140.4743318 ,健康,マッサージ,,宮町２丁目３
2,MINERVA,36.3726653 ,140.4747135 ,喫茶,カフェ,,宮町２丁目３
2,水戸シルバーインホテル,36.3726400 ,140.4746400 ,宿泊,ビジネスホテル,,宮町２丁目３
2,呑み食い処 ハイ・カラー,36.3726331 ,140.4743023 ,外食,居酒屋,,宮町２丁目３
2,JTBツーリスト,36.3726318 ,140.4748369 ,旅行,旅行代理店,,宮町２丁目３
2,2-3-1 Barrel,36.3726105 ,140.4742782 ,美容,美容室,,宮町２丁目３
2,東進衛星予備校,36.3726081 ,140.4747604 ,学習・訓練,塾,,宮町２丁目３
2,docomo水戸駅前店,36.3725984 ,140.4748489 ,ショップ,携帯電話,,宮町２丁目３
2,Bar Konnai,36.3725781 ,140.4742540 ,外食,バー,,宮町２丁目３
2,水戸公衆放送,36.3725703 ,140.4747953 ,会社,事務所,,宮町２丁目３
2,大内商店,36.3725489 ,140.4742285 ,衣料,洋品,,宮町２丁目３
2,東進育英社イーオン,36.3725012 ,140.4746840 ,学習・訓練,英会話,,宮町２丁目３
2,魚姫,36.3724814 ,140.4741836 ,外食,居酒屋,,宮町２丁目３
2,ぐるり酒場 ぐるる,36.3724669 ,140.4741736 ,外食,居酒屋,,宮町２丁目３
2,味のかわらい,36.3724372 ,140.4741548 ,外食,和食,,宮町２丁目３
2,T's,36.3724200 ,140.4740900 ,外食,バー,,宮町２丁目３
2,藪清,36.3723988 ,140.4741125 ,外食,生そば,,宮町２丁目３
2,田村洋裁研究所,36.3723740 ,140.4740857 ,学習・訓練,洋裁教室,,宮町２丁目３
2,おふくろの味 コアラ,36.3723594 ,140.4740757 ,外食,居酒屋,,宮町２丁目３
2,クラブ宮下,36.3723227 ,140.4740421 ,外食,クラブ,,宮町２丁目３
2,Bar Sakigake,36.3722892 ,140.4740086 ,外食,バー,,宮町２丁目３
2,水戸信用金庫駅前支店,36.3722798 ,140.4742736 ,金融,銀行,,宮町２丁目３
