ページ,店舗/施設名称,緯度,経度,業種１,業種２,業種３,丁目
2,居酒屋 寛助,36.3722207 ,140.4739415 ,外食,居酒屋,,宮町２丁目３
2,OWLS,36.3721532 ,140.4738564 ,外食,アジアンレストラン,,宮町２丁目３
2,マン・タラーク,36.3721375 ,140.4738819 ,外食,バー,,宮町２丁目３
2,Hebimaru,36.3721362 ,140.4738592 ,外食,スナック,,宮町２丁目３
2,JR東日本リテールネット,36.3720916 ,140.4738155 ,会社,事務所,,宮町２丁目３
2,ブルーロズ,36.3720692 ,140.4740242 ,外食,スナック,,宮町２丁目３
2,つけ麺 坊主,36.3720552 ,140.4739973 ,外食,ラーメン,,宮町２丁目３
2,もつ焼き たかね,36.3720355 ,140.4737538 ,外食,もつ焼き,,宮町２丁目３
2,食菜酒房 さい菜,36.3719194 ,140.4735788 ,外食,居酒屋,,宮町２丁目３
2,ヴォーグ,36.3717658 ,140.4733737 ,美容,美容室,,宮町２丁目３
2,吉水,36.3717356 ,140.4732289 ,外食,日本料理,,宮町２丁目３
2,武蔵 商会,36.3717107 ,140.4734073 ,住宅,不動産,,宮町２丁目３
2,オリックスレンタカー,36.3715639 ,140.4733067 ,交通,レンタカー,,宮町２丁目３
2,スピーク英仏会話,36.3739528 ,140.4736343 ,学習・訓練,語学教室,,宮町２丁目４
2,家庭教師のジャンプ,36.3739280 ,140.4735974 ,学習・訓練,家庭教師派遣,,宮町２丁目４
2,茶舗 牧ノ原,36.3739044 ,140.4736590 ,喫茶,喫茶,,宮町２丁目４
2,GINGER,36.3737891 ,140.4737052 ,外食,カフェダイニング,,宮町２丁目４
2,和亭 美奈,36.3737742 ,140.4737576 ,外食,レストラン,,宮町２丁目４
2,OUTLAW,36.3737543 ,140.4738053 ,医療,洋服,,宮町２丁目４
2,みまつホテル,36.3737122 ,140.4736390 ,宿泊,ホテル,,宮町２丁目４
2,マイルーム館,36.3734554 ,140.4740102 ,住宅,不動産,,宮町２丁目４
2,スナック ワン,36.3733488 ,140.4731907 ,外食,スナック,,宮町２丁目４
2,ウィルフリー,36.3733359 ,140.4732242 ,外食,バー,,宮町２丁目４
2,WOUPING,36.3733251 ,140.4732537 ,外食,バー,,宮町２丁目４
2,福島銀行,36.3732954 ,140.4742490 ,金融,銀行,,宮町２丁目４
2,大和田法律事務所,36.3732371 ,140.4741951 ,会社,事務所,,宮町２丁目４
2,ART21,36.3732257 ,140.4743078 ,文化・芸術,ギャラリー,,宮町２丁目４
2,ECCジュニア,36.3731966 ,140.4742622 ,学習・訓練,教室,,宮町２丁目４
2,近畿日本ツーリスト,36.3731912 ,140.4742957 ,旅行,旅行代理店,,宮町２丁目４
2,ピタットハウス,36.3731771 ,140.4743454 ,住宅,不動産,,宮町２丁目４
2,プラージュ理・美容,36.3731415 ,140.4743708 ,美容,美容室,,宮町２丁目４
2,花村,36.3731234 ,140.4741763 ,外食,レストラン,,宮町２丁目４
2,PINOT,36.3730875 ,140.4743655 ,外食,バー,,宮町２丁目４
2,BACK PACKER,36.3730864 ,140.4744231 ,外食,多国籍料理,,宮町２丁目４
2,市毛弓具店,36.3732106 ,140.4730297 ,ショップ,弓具店,,宮町２丁目５
2,JERK COMAGIN,36.3731620 ,140.4732175 ,外食,バー,,宮町２丁目５
2,紀州さくら,36.3730292 ,140.4736252 ,外食,居酒屋,,宮町２丁目５
2,田口屋,36.3730239 ,140.4735423 ,外食,居酒屋,,宮町２丁目５
2,うっとら,36.3730011 ,140.4738170 ,外食,居酒屋,,宮町２丁目５
2,かにや,36.3729979 ,140.4738666 ,外食,居酒屋,,宮町２丁目５
2,三平,36.3729785 ,140.4739511 ,外食,居酒屋,,宮町２丁目５
2,田兵衛,36.3729558 ,140.4740289 ,外食,居酒屋,,宮町２丁目５
2,水戸東照宮,36.3726200 ,140.4733600 ,宗教,神社,,宮町２丁目５
2,BIG BOO,36.3724661 ,140.4739799 ,服飾,アクセサリー,,宮町２丁目５
2,立ち呑み焼肉 ボンバー,36.3724661 ,140.4739799 ,外食,居酒屋,,宮町２丁目５
2,BAR UNBALANCE,36.3724326 ,140.4739692 ,外食,バー,,宮町２丁目５
2,吾妻寿し,36.3723419 ,140.4738659 ,外食,寿司,,宮町２丁目５
2,夜の虫,36.3723095 ,140.4738297 ,外食,スナック,,宮町２丁目５
2,阿路陛,36.3722725 ,140.4737887 ,外食,居酒屋,,宮町２丁目５
2,中国菜館 台北楼,36.3722482 ,140.4737545 ,外食,中華料理,,宮町２丁目５
2,鳥ランド,36.3722080 ,140.4737157 ,外食,居酒屋,,宮町２丁目５
2,スナック オリーブ,36.3721656 ,140.4736619 ,外食,スナック,,宮町２丁目５
2,ラッシュラボ アカデミー,36.3721289 ,140.4736049 ,美容,まつ毛・ネイル,,宮町２丁目５
2,楽天,36.3720857 ,140.4735325 ,外食,とんかつ,,宮町２丁目５
2,食菜房いなせ,36.3720849 ,140.4734542 ,外食,居酒屋,,宮町２丁目５
2,このみ屋,36.3720506 ,140.4734789 ,外食,お好み焼き,,宮町２丁目５
3,SANGO,36.3731807 ,140.4726015 ,美容,美容室,,宮町２丁目６
3,英語教育研究所,36.3730188 ,140.4725465 ,会社,会社,,宮町２丁目６
3,レイ美容室,36.3743977 ,140.4729166 ,美容,美容室,,宮町２丁目１１
3,福徳食堂,36.3743556 ,140.4731044 ,外食,食堂,,宮町２丁目１１
2,てけ×２,36.3741801 ,140.4732736 ,外食,串カツ,,宮町２丁目１１
2,auショップ,36.3741456 ,140.4733839 ,ショップ,携帯電話,,宮町２丁目１１
2,マージャン 愛天使,36.3737741 ,140.4732725 ,娯楽,麻雀,,宮町２丁目１１
2,キャンパス・ワン,36.3735463 ,140.4731559 ,外食,バー,,宮町２丁目１１
3,山下質屋,36.3742379 ,140.4728321 ,金融,質屋,,宮町２丁目１２
3,お食事処 魚末,36.3734831 ,140.4729609 ,外食,レストラン,,宮町２丁目１２
3,kokous,36.3739885 ,140.4717951 ,ショップ,雑貨,,宮町３丁目２
3,焼鳥　長兵衛,36.3739334 ,140.4719144 ,外食,焼鳥,,宮町３丁目２
3,菅谷秀夫 法律事務所,36.3738135 ,140.4711061 ,会社,事務所,,宮町３丁目２
3,SOUL IN MOTION,36.3737854 ,140.4710806 ,娯楽,ソウル＆バー,,宮町３丁目２
3,ぢどりや桐,36.3737196 ,140.4712000 ,外食,レストラン,,宮町３丁目２
3,元気家元とん,36.3737041 ,140.4713131 ,外食,しゃぶしゃぶ,,宮町３丁目２
3,みまつアネックス,36.3736825 ,140.4712460 ,宿泊,ホテル,,宮町３丁目２
3,ティン・パン・アレイ,36.3736415 ,140.4713104 ,外食,ティ＆パン,,宮町３丁目２
3,水戸協同病院,36.3730477 ,140.4708276 ,医療,病院,,宮町３丁目２
3,藤野総合研究所,36.3744009 ,140.4722782 ,会社,会社,,南町１丁目１
3,望月法律事務所,36.3743491 ,140.4722420 ,サービス,法律事務所,,南町１丁目１
3,小料理かずこ,36.3742897 ,140.4720217 ,外食,小料理,,南町１丁目１
3,小料理喫茶 ワシントン,36.3742195 ,140.4719332 ,外食,小料理喫茶,,南町１丁目１
3,五一小屋,36.3741850 ,140.4720311 ,外食,居酒屋,,南町１丁目１
3,Mayday,36.3741429 ,140.4718799 ,衣料,古着,,南町１丁目１
3,そば 真,36.3741375 ,140.4721089 ,外食,そば,,南町１丁目１
3,ビルキス,36.3741083 ,140.4718545 ,外食,居酒屋,,南町１丁目１
3,酒肴 茶の間,36.3739928 ,140.4721602 ,外食,居酒屋,,南町１丁目１
3,ムーラン,36.3737822 ,140.4726417 ,外食,居酒屋,,南町１丁目１
3,八百徳本店,36.3750041 ,140.4724476 ,食品,鮮魚,,南町１丁目２
3,木村屋本店,36.3749609 ,140.4725254 ,スイーツ,和菓子,,南町１丁目２
3,ジュエリー小林,36.3748401 ,140.4727641 ,服飾,宝石,,南町１丁目２
3,プチ・シャルル,36.3748350 ,140.4728563 ,衣料,婦人服,,南町１丁目２
3,雀友,36.3748080 ,140.4728442 ,娯楽,麻雀,,南町１丁目２
3,天ぷら にしむら,36.3747832 ,140.4728281 ,外食,天ぷら,,南町１丁目２
3,すし一番 海鮮寿し,36.3747583 ,140.4729032 ,外食,海鮮寿司,,南町１丁目２
3,MUSIC,36.3746946 ,140.4729837 ,衣料,衣料品,,南町１丁目２
3,わん 居酒屋,36.3746936 ,140.4728576 ,外食,居酒屋,,南町１丁目２
3,OZ BASE,36.3746601 ,140.4729448 ,衣料,衣料品,,南町１丁目２
3,DCC　メンズカジュアル,36.3746293 ,140.4730309 ,衣料,洋服,,南町１丁目２
3,リベル,36.3746050 ,140.4729837 ,会社,人材派遣業,,南町１丁目２
3,ウサミ BAG,36.3745305 ,140.4731540 ,服飾,鞄,,南町１丁目２
3,KICK STICK,36.3745262 ,140.4731258 ,衣料,衣料品,,南町１丁目２
3,ミッドタウン,36.3745046 ,140.4731084 ,衣料,婦人服,,南町１丁目２
3,但馬屋,36.3744760 ,140.4731900 ,スイーツ,豆菓子,,南町１丁目２
3,定食 田舎っぺ,36.3744312 ,140.4732318 ,外食,定食,,南町１丁目２
2,角打ち,36.3744107 ,140.4732063 ,スイーツ,たい焼き,,南町１丁目２
2,麻雀南,36.3744091 ,140.4732518 ,娯楽,麻雀,,南町１丁目２
2,U・P・T,36.3743901 ,140.4732224 ,音楽,レコード,,南町１丁目２
2,Vinty,36.3743205 ,140.4733286 ,衣料,アパレル,,南町１丁目２
2,SPINNES,36.3743011 ,140.4733476 ,衣料,服,,南町１丁目２
3,ときわ弁護士法人法律事務所,36.3762230 ,140.4727543 ,サービス,法律事務所,,南町１丁目３
3,武田・野中・阿久津・植崎法律事務所,36.3762209 ,140.4727946 ,サービス,法律事務所,,南町１丁目３
3,FAB,36.3761679 ,140.4727262 ,衣料,洋服,,南町１丁目３
3,市川鮨,36.3761599 ,140.4728384 ,外食,すし,,南町１丁目３
3,ヒロストアー,36.3761280 ,140.4729957 ,食品,食料品,,南町１丁目３
3,BLEU ROSE,36.3761053 ,140.4726886 ,衣料,洋服,,南町１丁目３
3,みとみらい法律事務所,36.3760729 ,140.4730655 ,サービス,法律事務所,,南町１丁目３
3,荒川法律事務所,36.3760610 ,140.4729609 ,サービス,法律事務所,,南町１丁目３
3,五鐡夢境庵,36.3760438 ,140.4731620 ,外食,レストラン,日本料理,南町１丁目３
3,筑波銀行事務所,36.3760185 ,140.4732917 ,会社,事務所,,南町１丁目３
3,ホテル 亀屋,36.3759872 ,140.4726923 ,宿泊,ホテル,,南町１丁目３
3,木島人見法律事務所,36.3759660 ,140.4731231 ,会社,事務所,,南町１丁目３
3,ビストロ ENDO,36.3758980 ,140.4726430 ,外食,居酒屋,,南町１丁目３
3,キャノン,36.3758926 ,140.4733149 ,会社,事務所,,南町１丁目３
3,旭化成ファーマ,36.3758872 ,140.4733592 ,会社,事務所,,南町１丁目３
3,あんしん財団,36.3758796 ,140.4733954 ,会社,事務所,,南町１丁目３
3,あすか製薬,36.3758775 ,140.4734303 ,会社,事務所,,南町１丁目３
3,第一生命ビル,36.3758775 ,140.4734598 ,会社,事務所,,南町１丁目３
3,セブンイレブン,36.3758754 ,140.4735612 ,ショップ,コンビニエンスストア,,南町１丁目３
3,協和発酵キリン,36.3758699 ,140.4734598 ,会社,事務所,,南町１丁目３
3,持田製薬,36.3758591 ,140.4734960 ,会社,事務所,,南町１丁目３
3,アパホテル,36.3758570 ,140.4726658 ,宿泊,ホテル,,南町１丁目３
3,ヤマト薬品,36.3757399 ,140.4724213 ,医療,薬局,,南町１丁目３
3,水戸インプラント矯正歯科,36.3757371 ,140.4734678 ,医療,歯科,,南町１丁目３
3,KNOT美容室,36.3757306 ,140.4735067 ,美容,美容院,,南町１丁目３
3,青空学舎 レゾンアカデミー,36.3757155 ,140.4735402 ,学習・訓練,学習塾,,南町１丁目３
3,丸山写真館,36.3756470 ,140.4723798 ,サービス,写真館,,南町１丁目３
3,なが坂,36.3755671 ,140.4728720 ,外食,日本料理,,南町１丁目３
3,ギャラリーあさかわ,36.3755665 ,140.4723252 ,文化・芸術,ギャラリー,,南町１丁目３
3,生そば 吾妻庵,36.3755628 ,140.4729358 ,外食,そば,,南町１丁目３
3,呉服あさかわ,36.3755504 ,140.4723660 ,衣料,衣料品,,南町１丁目３
3,丸金,36.3755175 ,140.4730369 ,外食,日本料理,,南町１丁目３
3,炭火焼肉 本丸亭,36.3754326 ,140.4733002 ,外食,焼肉,,南町１丁目３
3,京の味 丸金,36.3753972 ,140.4733915 ,外食,日本料理,,南町１丁目３
3,中華料理 三味食堂,36.3753473 ,140.4726323 ,外食,食堂,,南町１丁目３
3,トロピカル,36.3753322 ,140.4731433 ,喫茶,カフェ,,南町１丁目３
3,ハリマオ BAR,36.3753160 ,140.4731808 ,外食,居酒屋,,南町１丁目３
3,Re-make美容室,36.3753086 ,140.4727024 ,美容,美容室,,南町１丁目３
3,画材・紙 書道用品　フジタ,36.3752546 ,140.4727883 ,文具,文具店,,南町１丁目３
3,花 珠利,36.3751713 ,140.4729542 ,ショップ,花屋,,南町１丁目３
3,BLUE BOX 日焼け,36.3751611 ,140.4730576 ,美容,日焼けサロン,,南町１丁目３
3,筑波銀行,36.3751337 ,140.4732386 ,金融,銀行,,南町１丁目３
3,つくばパーソナルプラザ水戸,36.3751216 ,140.4731540 ,金融,銀行,,南町１丁目３
3,ほけんの窓口,36.3751597 ,140.4720614 ,サービス,保険業,,南町１丁目４
3,アイサワ洋装店,36.3751401 ,140.4721338 ,衣料,洋装店,,南町１丁目４
3,アイプリモブライダルジュエリー,36.3751099 ,140.4721995 ,冠婚葬祭,ブライダルジュエリー,,南町１丁目４
3,コクミン薬局,36.3750733 ,140.4723082 ,医療,薬局,,南町１丁目４
3,M'z,36.3750553 ,140.4723288 ,外食,ワイン＆カフェ,,南町１丁目４
3,富士食堂,36.3750456 ,140.4720539 ,外食,レストラン,,南町１丁目４
3,MaxMara,36.3749959 ,140.4719935 ,衣料,婦人服,,南町１丁目４
3,BEAUTRIUM,36.3749797 ,140.4719640 ,衣料,婦人服,,南町１丁目４
3,いずみや,36.3749549 ,140.4719506 ,外食,うどん,,南町１丁目４
3,伊勢歯科病院,36.3748885 ,140.4719286 ,医療,歯医者,,南町１丁目４
3,北のしまだ,36.3747735 ,140.4718849 ,外食,居酒屋,,南町１丁目４
3,Mellow Food Bar,36.3747503 ,140.4719421 ,外食,バー,,南町１丁目４
3,WINプレイステーション,36.3746018 ,140.4718460 ,娯楽,ゲームセンター,,南町１丁目４
3,シンヤタクシー,36.3745182 ,140.4715840 ,交通,タクシー,,南町１丁目４
3,伊勢長,36.3743437 ,140.4714866 ,食品,食料品,,南町１丁目４
3,グレミー　エスニック雑貨,36.3742930 ,140.4714450 ,ショップ,雑貨,,南町１丁目４
3,蔵屋敷,36.3742201 ,140.4715840 ,外食,居酒屋,,南町１丁目４
3,ひまわり,36.3742087 ,140.4713726 ,外食,居酒屋,,南町１丁目４
3,末広館,36.3741748 ,140.4717476 ,宿泊,旅館,,南町１丁目４
3,スパイシータンドール,36.3741548 ,140.4713324 ,外食,カレー,,南町１丁目４
3,花留談,36.3740414 ,140.4712532 ,喫茶,喫茶,,南町１丁目４
3,川津たかし事務所,36.3739491 ,140.4711535 ,会社,事務所,,南町１丁目４
3,ビストランド華邑,36.3739356 ,140.4715174 ,外食,レストラン,,南町１丁目４
3,ライフゾーン,36.3739329 ,140.4711924 ,会社,事務所,,南町１丁目４
3,食菜ダイニング 隠れや,36.3738978 ,140.4712184 ,外食,居酒屋,,南町１丁目４
3,OAK,36.3738945 ,140.4714879 ,外食,居酒屋,,南町１丁目４
3,横山食品,36.3738649 ,140.4713091 ,食品,豆腐店,,南町１丁目４
3,焼肉 ごじゃっぺ,36.3738411 ,140.4714445 ,外食,焼肉,,南町１丁目４
5,きもの絹翔,36.3754558 ,140.4688956 ,衣料,和服,,南町２丁目１
5,ロペ,36.3753943 ,140.4688513 ,美容,美容室,,南町２丁目１
4,横須賀満夫建築設計,36.3752295 ,140.4693775 ,会社,事務所,,南町２丁目１
4,偕行商事,36.3745622 ,140.4700292 ,住宅,不動産,,南町２丁目１
4,食・酒 アキズ,36.3744963 ,140.4709412 ,外食,居酒屋,,南町２丁目１
4,食・肴・呑 みなみ,36.3744650 ,140.4708487 ,外食,居酒屋,,南町２丁目１
4,炭火焼 けむり屋,36.3744207 ,140.4710981 ,外食,焼肉,,南町２丁目１
4,酒肴口房 路九,36.3744056 ,140.4711249 ,外食,居酒屋,,南町２丁目１
4,食事処 かたばみ,36.3742895 ,140.4711269 ,外食,居酒屋,,南町２丁目１
4,KIDS Mosaique,36.3742831 ,140.4711591 ,衣料,子供服,,南町２丁目１
4,ASKWALI,36.3742685 ,140.4711880 ,美容,美容室,,南町２丁目１
4,ブルーム,36.3742566 ,140.4712134 ,健康,補聴器,,南町２丁目１
4,プロムナード,36.3742334 ,140.4710968 ,美容,スナック,,南町２丁目１
4,シン,36.3742129 ,140.4711551 ,外食,居酒屋,,南町２丁目１
4,ArtBaseくろばね,36.3741411 ,140.4709828 ,会社,印刷業,デザインおよび印刷,南町２丁目１
4,焼き鳥 鳥吉,36.3741216 ,140.4710277 ,外食,居酒屋,,南町２丁目１
4,居酒屋 ふみ,36.3740979 ,140.4710733 ,外食,居酒屋,,南町２丁目１
4,ALBRE,36.3740881 ,140.4709445 ,外食,イタリア酒場,,南町２丁目１
4,Growth,36.3740649 ,140.4709834 ,衣料,服＆スケボー,,南町２丁目１
4,手作りパンYAMAKI,36.3740417 ,140.4710304 ,食品,パン,,南町２丁目１
4,TRIGGER,36.3751431 ,140.4711062 ,外食,洋風居酒屋,,南町２丁目２
4,焼肉 パクーハウス,36.3751140 ,140.4710860 ,外食,焼肉,,南町２丁目２
3,美酒 瀬良美,36.3749393 ,140.4716028 ,外食,居酒屋,,南町２丁目２
3,Macy'sBar,36.3749220 ,140.4716457 ,外食,バー,,南町２丁目２
4,イタリア食堂 ノヴィタ,36.3749131 ,140.4707501 ,外食,イタリア料理,,南町２丁目２
3,スペインバル marcador,36.3749112 ,140.4716872 ,外食,スペインバル,,南町２丁目２
4,ねぎ亭,36.3747792 ,140.4707327 ,外食,居酒屋,,南町２丁目２
3,スガヤ,36.3744901 ,140.4713466 ,サービス,クリーニング,,南町２丁目２
5,水戸燃料,36.3759147 ,140.4691933 ,会社,会社,,南町２丁目３
5,パレット,36.3758014 ,140.4691115 ,喫茶,喫茶,,南町２丁目３
5,水戸市消防団第二分団,36.3757074 ,140.4690900 ,公共サービス,消防,,南町２丁目３
4,BIRTHDAY,36.3756506 ,140.4695820 ,衣料,洋服,,南町２丁目３
5,リリー保育福祉専門学校東館,36.3756340 ,140.4690417 ,教育,学校,,南町２丁目３
4,BIOTOPE,36.3756247 ,140.4696383 ,衣料,洋服,,南町２丁目３
4,丸山小児科病院,36.3754584 ,140.4701171 ,医療,病院,,南町２丁目３
4,ナンバルエッグ,36.3754077 ,140.4703075 ,外食,レストラン,インド料理,南町２丁目３
4,999 one,36.3753915 ,140.4703518 ,外食,ビアバー,,南町２丁目３
4,WineDining,36.3753720 ,140.4704027 ,外食,ワインバー,,南町２丁目３
4,片寄 養蜂,36.3753601 ,140.4695860 ,ショップ,養蜂,,南町２丁目３
4,スマイリー,36.3753580 ,140.4704510 ,衣料,洋服,,南町２丁目３
4,しらかわ,36.3753418 ,140.4704993 ,外食,鉄板料理,,南町２丁目３
4,ビヤ・ビベーレ,36.3753407 ,140.4702727 ,外食,ビアバー,,南町２丁目３
4,Good will,36.3753202 ,140.4703639 ,会社,派遣会社,,南町２丁目３
4,欧風居酒屋 食の王道,36.3753029 ,140.4704108 ,外食,居酒屋,,南町２丁目３
4,MUSTY NEW,36.3752964 ,140.4702485 ,衣料,婦人服,,南町２丁目３
4,DONPIPPO ピッツア,36.3752910 ,140.4704671 ,外食,ピザ,,南町２丁目３
4,西洋倶楽部,36.3752867 ,140.4702981 ,外食,レストラン,,南町２丁目３
4,コスモ調剤薬局,36.3751939 ,140.4698127 ,外食,薬局,,南町２丁目３
4,小林,36.3749930 ,140.4702378 ,服飾,時計・宝石,,南町２丁目３
4,常陽証券,36.3772921 ,140.4685295 ,金融,証券,,南町２丁目４
5,ワンズ南町第一,36.3762200 ,140.4693864 ,駐車場,,,南町２丁目４
5,MARUNI,36.3762200 ,140.4694763 ,喫茶,喫茶,,南町２丁目４
5,ギフトしのざき,36.3761746 ,140.4695267 ,ショップ,ギフトショップ,,南町２丁目４
5,香陵住販,36.3761594 ,140.4695849 ,住宅,不動産,,南町２丁目４
5,栄堂カメラ,36.3761229 ,140.4696474 ,サービス,DPE,,南町２丁目４
5,Ｒｅｌａｔｏ,36.3760947 ,140.4697064 ,美容,美容室,,南町２丁目４
5,Lemon,36.3760670 ,140.4693033 ,外食,バー,,南町２丁目４
5,ＷＨＩＴＥＣＡＰＳ洋服＆ネイル,36.3760644 ,140.4698773 ,衣料,洋品店,,南町２丁目４
5,彩食,36.3760385 ,140.4697848 ,外食,居酒屋,,南町２丁目４
4,海鮮丼 どんどん,36.3760257 ,140.4699478 ,外食,レストラン,和食,南町２丁目４
5,トタントタン,36.3759990 ,140.4694025 ,外食,居酒屋,,南町２丁目４
5,かなでち,36.3759888 ,140.4698424 ,外食,居酒屋,沖縄料理,南町２丁目４
4,メガネのクロサワ,36.3759867 ,140.4700122 ,服飾,メガネ,,南町２丁目４
5,酒・肴 円座,36.3759784 ,140.4694602 ,外食,居酒屋,,南町２丁目４
5,炉蓮,36.3759759 ,140.4697566 ,外食,居酒屋,,南町２丁目４
4,MILL WOOD,36.3759747 ,140.4699192 ,外食,バー,,南町２丁目４
4,魚誠,36.3759717 ,140.4700685 ,外食,レストラン,あんこう料理,南町２丁目４
5,そば たかはし,36.3759558 ,140.4695433 ,外食,レストラン,そば,南町２丁目４
5,軽食アラスカ,36.3759471 ,140.4695836 ,外食,レストラン,,南町２丁目４
4,まちの駅,36.3759380 ,140.4699836 ,サービス,まちの駅,,南町２丁目４
4,まちなか休憩所,36.3759380 ,140.4701097 ,サービス,休憩所,,南町２丁目４
5,骨董 一楽洞,36.3759374 ,140.4696224 ,文化・芸術,骨董,,南町２丁目４
5,さいか楼,36.3759165 ,140.4697150 ,外食,居酒屋,,南町２丁目４
5,Ｗｅｂ工房ｍ,36.3759078 ,140.4697780 ,会社,WEBサイト制作,,南町２丁目４
4,メンズコバヤシ,36.3758883 ,140.4701767 ,衣料,洋品店,,南町２丁目４
5,FLOWER,36.3758765 ,140.4697566 ,衣料,洋品店,,南町２丁目４
4,美容プラージュ,36.3758732 ,140.4703243 ,美容,美容室,,南町２丁目４
4,ミヤモト時計,36.3757954 ,140.4704745 ,,,,南町２丁目４
4,BAR エリア,36.3757727 ,140.4699622 ,外食,バー,,南町２丁目４
4,池坊いけばな教室,36.3757501 ,140.4699984 ,学習・訓練,いけばな教室,,南町２丁目４
4,まるかんのお店,36.3757198 ,140.4705442 ,美容,化粧品、サプリ,,南町２丁目４
4,ビーライン フィットネス        ,36.3756669 ,140.4706716 ,健康,フィットネス,,南町２丁目４
4,よしみや和小物,36.3756561 ,140.4708272 ,ショップ,和雑貨,,南町２丁目４
4,ANTI・NEW,36.3756486 ,140.4703752 ,衣料,古着,,南町２丁目４
